"","n_rep","mc_capacity","n_species","n_patch","p_branch","min_env","max_env","rho","min_optim","max_optim","sd_env_net","theta","K_type","K0","sd_env","spatial_env_cor","phi","min_niche_width","max_niche_width","niche_cost","p_dispersal","min_alpha","max_alpha","alpha_div","beta_div","gamma_div"
"3143",3,39331.5348535587,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.9681875,14.4418125,28.41
"3144",4,37691.682944744,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.2208,12.7992,28.02
"3145",5,35431.9162499399,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.2082625,12.7717375,26.98
"3146",6,48863.189794745,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.7206375,11.2793625,24
"3147",7,35870.8683969204,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,16.76035,9.23965,26
"3148",8,53082.9544260745,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.0190625,11.4759375,24.495
"3149",9,37243.9466043284,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.868575,12.280425,27.149
"3150",10,33971.2650645166,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,10.0889625,14.9850375,25.074
"3151",11,34379.9230472362,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.2611125,11.5718875,23.833
"3152",12,46497.8923209179,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.87255,11.85345,24.726
"3153",13,40288.4150925727,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.1302375,9.8697625,25
"3154",14,40938.2229239096,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.7297625,13.2702375,28
"3155",15,41474.7572548929,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.3605125,10.6394875,26
"3156",16,40177.6403624602,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,9.6896125,11.1113875,20.801
"3157",17,34604.9038754914,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.391925,10.653075,25.045
"3158",18,40297.0626954661,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.43435,8.56565,22
"3159",19,39492.8348429509,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.9523375,13.0476625,27
"3160",20,56850.378216049,30,80,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.123225,9.175775,23.299
"3161",1,47764.6101019135,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.2364777777778,14.9125222222222,29.149
"3162",2,51183.1167318716,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.5269555555556,13.5460444444444,26.073
"3163",3,38494.2202417079,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.4024,11.3046,23.707
"3164",4,38070.9378013961,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.7244111111111,10.2755888888889,24
"3165",5,45811.7862676196,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.2056555555556,14.7943444444444,28
"3166",6,42251.6860134968,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.5642444444444,13.0167555555556,27.581
"3167",7,43734.2838936256,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.9880333333333,11.3529666666667,25.341
"3168",8,45374.002254896,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.4078666666667,13.0911333333333,26.499
"3169",9,48535.4305964591,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.8591444444444,14.2458555555556,27.105
"3170",10,48577.9042669654,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.7162666666667,10.2927333333333,24.009
"3171",11,46862.62534715,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.2838444444444,11.7161555555556,24
"3172",12,43827.7560760502,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.3732111111111,9.62678888888889,25
"3173",13,43920.3971787443,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.8959333333333,11.8270666666667,25.723
"3174",14,62520.1760694329,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.2487888888889,10.8882111111111,24.137
"3175",15,61368.9011808115,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.1647555555556,14.8352444444444,29
"3176",16,49568.0939071289,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,18.0206222222222,10.9363777777778,28.957
"3177",17,37850.2591631996,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.0184444444444,10.5035555555556,22.522
"3178",18,49988.2611891732,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.7704,12.4116,27.182
"3179",19,50992.0893260032,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.3507,9.4493,21.8
"3180",20,51300.7558799726,30,90,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.8853777777778,11.3176222222222,26.203
"3181",1,52538.9312794878,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.31611,12.23789,26.554
"3182",2,58084.4870946443,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.33559,12.74841,28.084
"3183",3,45719.2794026008,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.65934,11.34066,25
"3184",4,55578.692972626,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.74266,13.15834,25.901
"3185",5,55277.1106832889,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.83005,10.16995,25
"3186",6,45210.9615639507,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.54719,13.45281,29
"3187",7,46629.2560384584,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.89992,11.10008,26
"3188",8,51142.8950802319,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.6226,12.3774,25
"3189",9,49613.5824454059,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.32354,11.84746,25.171
"3190",10,56100.3339104202,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.53606,12.30694,25.843
"3191",11,49184.3694332328,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.53053,12.46947,25
"3192",12,43131.2937548718,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.80793,11.49907,25.307
"3193",13,46669.0135460207,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.05164,12.94836,26
"3194",14,45716.2634025937,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.13457,12.28943,25.424
"3195",15,62045.1383749134,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,11.54759,11.07941,22.627
"3196",16,49633.9970276614,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.54128,11.45872,25
"3197",17,55297.7070535893,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,10.39636,10.86364,21.26
"3198",18,48621.6142900256,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,11.1722,11.6698,22.842
"3199",19,46504.0324486145,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.14583,10.85417,25
"3200",20,53330.7867720983,30,100,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.89953,13.71247,27.612
"3201",1,72499.5518472562,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,11.7488636363636,12.2511363636364,24
"3202",2,55643.6493707199,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.9052727272727,13.4567272727273,27.362
"3203",3,55670.0684271658,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.2091818181818,11.7908181818182,27
"3204",4,50025.3318913598,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.3319818181818,9.73201818181818,25.064
"3205",5,49715.6494310494,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.8576181818182,12.1423818181818,26
"3206",6,79235.321230142,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.3722181818182,11.3197818181818,25.692
"3207",7,60501.0521517802,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.1135727272727,10.8864272727273,24
"3208",8,58086.1254579701,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.2198181818182,10.0121818181818,24.232
"3209",9,63388.7864195741,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.4547454545455,13.5452545454545,28
"3210",10,60135.3942710406,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.2410636363636,11.7589363636364,25
"3211",11,68402.8333128049,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.3741727272727,13.6258272727273,27
"3212",12,63061.1605909981,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.2881272727273,11.7118727272727,25
"3213",13,59992.7527114447,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.3882727272727,11.7097272727273,27.098
"3214",14,59817.0553179329,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.0796363636364,13.9203636363636,27
"3215",15,57130.9633286816,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.6210818181818,10.3789181818182,25
"3216",16,57698.8749271013,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.1026636363636,11.2603363636364,24.363
"3217",17,62039.122298199,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.9228636363636,12.2921363636364,25.215
"3218",18,61476.0637734601,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,11.5187545454545,14.6592454545455,26.178
"3219",19,52351.7812610089,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.9231363636364,12.0768636363636,25
"3220",20,69228.7703852312,30,110,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.7427545454545,10.6812454545455,24.424
"3221",1,67389.6416236644,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.6119,11.3881,26
"3222",2,63529.3682314393,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.7384583333333,11.2615416666667,25
"3223",3,54375.2876608857,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.447675,12.593325,26.041
"3224",4,54948.9906391685,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.8492833333333,9.88171666666667,23.731
"3225",5,72743.6331583678,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.4508,11.4072,25.858
"3226",6,68631.2712738094,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,11.4229,10.7591,22.182
"3227",7,65365.3994469224,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.668275,13.508725,27.177
"3228",8,56732.1416618936,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.3686583333333,10.8463416666667,23.215
"3229",9,77908.4717591297,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.6537083333333,13.3462916666667,28
"3230",10,62448.3185578555,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.3243083333333,12.6756916666667,27
"3231",11,57776.0128222221,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.486,12.514,26
"3232",12,55537.959214446,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.9180916666667,14.0819083333333,27
"3233",13,66671.520975431,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.7066083333333,13.3743916666667,26.081
"3234",14,63381.8939652956,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,11.5265583333333,13.1984416666667,24.725
"3235",15,73684.5520456775,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,11.323325,10.099675,21.423
"3236",16,69487.6349743878,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.5798333333333,11.4411666666667,25.021
"3237",17,63333.8050836155,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.7639833333333,12.2360166666667,26
"3238",18,63379.3386266784,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.1068916666667,10.9651083333333,26.072
"3239",19,60851.6321662888,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.571,11.934,26.505
"3240",20,78708.1743302751,30,120,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.0600583333333,13.0989416666667,28.159
"3241",1,63363.3203182582,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.5746307692308,10.4843692307692,23.059
"3242",2,73351.4394670771,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.2028,14.3502,26.553
"3243",3,67576.0545985195,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.9554846153846,13.0445153846154,29
"3244",4,72575.3578605836,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.0500153846154,13.9499846153846,27
"3245",5,71029.9118524462,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.9151846153846,10.1818153846154,24.097
"3246",6,56512.1912086356,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.3942,14.1748,26.569
"3247",7,80781.5591883003,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.6371923076923,14.3628076923077,29
"3248",8,75388.3257883477,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.1394923076923,11.8605076923077,26
"3249",9,69008.6862226114,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.3838153846154,12.9351846153846,26.319
"3250",10,69813.1578444601,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.4087230769231,13.6182769230769,29.027
"3251",11,74506.1172817075,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.2901923076923,12.9358076923077,28.226
"3252",12,64526.8132931907,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.0363615384615,15.1936384615385,29.23
"3253",13,67468.4102896223,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.3479846153846,12.4990153846154,25.847
"3254",14,63378.8471874332,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.4226384615385,10.5993615384615,24.022
"3255",15,68832.4674475497,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,11.6098846153846,13.0751153846154,24.685
"3256",16,78349.3293759352,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.7709,11.4651,24.236
"3257",17,71081.5004705046,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.9265230769231,11.8464769230769,25.773
"3258",18,69832.8665686717,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.5356846153846,13.6103153846154,27.146
"3259",19,70826.0496928915,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.0228461538462,10.6681538461538,25.691
"3260",20,67607.4502299217,30,130,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.0504692307692,11.9495307692308,26
"3261",1,80166.7574913271,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.5816642857143,10.4853357142857,24.067
"3262",2,75690.795365673,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.9819,13.0601,28.042
"3263",3,84048.082165928,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.869,11.216,24.085
"3264",4,75913.3306245472,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.6386571428571,12.8113428571429,27.45
"3265",5,79548.7687321782,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.2863285714286,13.7136714285714,28
"3266",6,76097.4325906905,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.1669857142857,16.1040142857143,29.271
"3267",7,86878.8515377361,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.9008285714286,10.3701714285714,25.271
"3268",8,90250.9871965261,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.74565,12.25435,27
"3269",9,66421.4594985578,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.5840857142857,10.6539142857143,24.238
"3270",10,67956.2150572064,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.2428428571429,14.7571571428571,29
"3271",11,67974.2177417393,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.774,12.934,26.708
"3272",12,78616.7520650195,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,9.94828571428571,13.0577142857143,23.006
"3273",13,67930.0701433748,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.9310714285714,14.0689285714286,28
"3274",14,87842.3163221138,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,10.5404428571429,11.4595571428571,22
"3275",15,92643.5160137456,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.5687214285714,12.5822785714286,25.151
"3276",16,74500.1303351937,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.3056571428571,9.88234285714286,24.188
"3277",17,79057.8554870167,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.9716142857143,12.0283857142857,26
"3278",18,80576.7686313123,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.1179,12.8821,27
"3279",19,94476.05076824,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.8077428571429,11.2252571428571,26.033
"3280",20,73707.9297602983,30,140,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.0347928571429,15.1392071428571,28.174
"3281",1,90542.3211615776,30,150,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,12.0984333333333,11.9015666666667,24
"3282",2,92365.3082196633,30,150,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.99304,11.52596,25.519
"3283",3,81647.5788611318,30,150,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.121,12.178,25.299
"3284",4,77230.9473392274,30,150,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.2418933333333,13.9841066666667,28.226
"3285",5,84296.4751362898,30,150,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.6071866666667,11.3928133333333,27
"3286",6,83476.211151501,30,150,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,15.2521,10.1439,25.396
"3287",7,77170.8620119207,30,150,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.2528466666667,11.4551533333333,25.708
"3288",8,92410.6877547161,30,150,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,14.29776,12.70224,27
"3289",9,78107.2674877223,30,150,0.6,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.05,0,0.5,13.11382,11.88618,25
