"","n_rep","mc_capacity","n_species","n_patch","p_branch","min_env","max_env","rho","min_optim","max_optim","sd_env_net","theta","K_type","K0","sd_env","spatial_env_cor","phi","min_niche_width","max_niche_width","niche_cost","p_dispersal","min_alpha","max_alpha","alpha_div","beta_div","gamma_div"
"1530",10,68026.2754079286,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7962866666667,15.1187133333333,25.915
"1531",11,84330.2637603905,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.78503333333333,16.3509666666667,26.136
"1532",12,86024.8885934289,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.38804,15.80496,27.193
"1533",13,87056.8781999291,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.33986,12.73014,25.07
"1534",14,66679.1472870852,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.6793733333333,13.3436266666667,25.023
"1535",15,72064.3099568544,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.89351333333333,15.1064866666667,24
"1536",16,80193.9902005044,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.11012,15.35888,25.469
"1537",17,91939.4888973667,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,13.8238933333333,15.3311066666667,29.155
"1538",18,71854.9426381391,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.32208,15.29992,25.622
"1539",19,78928.3025232795,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.1374333333333,16.8625666666667,29
"1540",20,78546.9788846275,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.4143533333333,16.5856466666667,27
"1541",1,17542.6189015291,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.11634,17.41666,26.533
"1542",2,18376.4457582181,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0228,15.1632,25.186
"1543",3,19181.0774828554,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.31088,14.59612,23.907
"1544",4,19870.8181626645,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.29206,16.27594,27.568
"1545",5,18384.9637954432,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.93284,13.99916,23.932
"1546",6,19068.089363007,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.5552,16.4448,28
"1547",7,24565.0093249592,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.16128,14.83872,25
"1548",8,18617.9914482422,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.42018,14.84282,24.263
"1549",9,18926.8303155017,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.31106,13.68894,25
"1550",10,21110.6071725159,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.4124,11.6346,24.047
"1551",11,17609.4329876495,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.54514,16.45486,26
"1552",12,16239.2629135651,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.84264,14.15736,25
"1553",13,19874.1201595082,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.30018,12.78382,22.084
"1554",14,18452.5659848579,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.8338,12.2832,22.117
"1555",15,17734.6372940588,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.69482,14.30518,26
"1556",16,21303.7772215299,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8638,15.1362,26
"1557",17,20737.0702199536,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.99066,11.67134,22.662
"1558",18,23555.3377222042,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9924,13.4666,24.459
"1559",19,17025.4940798515,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.31318,13.91682,24.23
"1560",20,17605.4631084542,30,50,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.5657,13.4343,23
"1561",1,24445.8563894903,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.4041166666667,14.6958833333333,25.1
"1562",2,25118.000904203,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2223166666667,14.6126833333333,25.835
"1563",3,23496.2800632522,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.37265,12.28435,21.657
"1564",4,26529.4959265712,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5475,13.0725,23.62
"1565",5,24326.4748195739,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0749,12.2161,23.291
"1566",6,24111.329694177,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.4546666666667,13.6283333333333,25.083
"1567",7,20997.0845437684,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3731833333333,16.6268166666667,27
"1568",8,23360.5503353156,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2043666666667,16.0706333333333,26.275
"1569",9,23020.5250785487,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.14795,14.86505,24.013
"1570",10,21226.6194378802,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.51456666666667,11.5694333333333,21.084
"1571",11,28373.9799734267,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.5232666666667,15.5127333333333,27.036
"1572",12,23036.6777186173,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.38675,14.51125,23.898
"1573",13,21659.5301377079,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.562,16.438,26
"1574",14,27633.0616569568,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.14035,15.49965,25.64
"1575",15,23778.1485744604,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8395333333333,15.8574666666667,26.697
"1576",16,23359.4230505607,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7978333333333,16.2021666666667,27
"1577",17,24841.4814501913,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.8214333333333,13.5055666666667,25.327
"1578",18,22647.4062195282,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.4164166666667,12.5415833333333,22.958
"1579",19,21450.9521049848,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.64103333333333,10.4829666666667,20.124
"1580",20,22129.3591083881,30,60,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,7.64325,16.50275,24.146
"1581",1,25668.7197158458,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5937,14.7963,25.39
"1582",2,26989.409062426,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2807714285714,15.4892285714286,25.77
"1583",3,25716.3160355887,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.92421428571429,12.4367857142857,22.361
"1584",4,37865.3644374401,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2411285714286,15.4688714285714,25.71
"1585",5,25889.4224211693,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0782714285714,13.9217285714286,25
"1586",6,29759.8617074625,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3902142857143,13.6647857142857,24.055
"1587",7,26664.4585971426,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8466571428571,13.4363428571429,24.283
"1588",8,27779.7524718945,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3869428571429,13.8400571428571,25.227
"1589",9,24817.8091350952,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6466714285714,16.7193285714286,27.366
"1590",10,35500.9277179973,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0210428571429,15.4199571428571,26.441
"1591",11,29851.6942008804,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7921142857143,15.2138857142857,26.006
"1592",12,30289.9631625739,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.57745714285714,14.1105428571429,23.688
"1593",13,26364.2577666582,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2388285714286,14.7611714285714,26
"1594",14,27773.7985640566,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8715428571429,14.6374571428571,25.509
"1595",15,33471.6105342512,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0852857142857,14.9297142857143,26.015
"1596",16,29233.6830740259,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.1549571428571,13.8450428571429,25
"1597",17,29242.5251466485,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9881571428571,15.2708428571429,26.259
"1598",18,32543.923644998,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8103285714286,14.9476714285714,25.758
"1599",19,27679.0371113811,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.9088,12.5142,22.423
"1600",20,27857.7355026614,30,70,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.1328,13.8672,25
"1601",1,30069.7611892964,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.82395,18.17605,29
"1602",2,30592.0024348754,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.683625,15.316375,26
"1603",3,30944.6492598159,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3492625,13.6507375,24
"1604",4,29477.4767907767,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.00865,14.18135,23.19
"1605",5,29116.5191875774,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.1614,14.8146,23.976
"1606",6,34739.0756138029,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.060475,14.294525,25.355
"1607",7,34278.7887211292,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0263625,12.9936375,23.02
"1608",8,31988.4716986291,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.4523,14.3327,24.785
"1609",9,32087.8601235225,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.39595,15.70205,26.098
"1610",10,31930.3817628789,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.667075,18.548925,27.216
"1611",11,39015.4563548177,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9977125,16.0022875,27
"1612",12,34977.5058336197,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.078575,16.161425,26.24
"1613",13,30831.776828438,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,7.50485,16.56215,24.067
"1614",14,32410.3050994498,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.337725,16.065275,27.403
"1615",15,34603.4440806286,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.4335375,18.1424625,27.576
"1616",16,33780.7520474805,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.75705,16.24295,25
"1617",17,32873.7275363607,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.86105,15.43195,25.293
"1618",18,37689.3866626114,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.3095625,15.7294375,28.039
"1619",19,32666.1118707511,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.42155,14.06645,23.488
"1620",20,32698.0993994108,30,80,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.03965,14.80035,25.84
"1621",1,38696.9545076206,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.1525777777778,15.2744222222222,27.427
"1622",2,39468.9480278466,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2033444444444,13.0376555555556,23.241
"1623",3,38011.4058841746,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.5137555555556,16.5632444444444,28.077
"1624",4,39615.0417382052,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6859444444444,12.3490555555556,23.035
"1625",5,44587.9040812701,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1175666666667,16.1084333333333,26.226
"1626",6,39375.4394004572,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.1342666666667,16.0147333333333,28.149
"1627",7,40549.2457621372,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5577,12.6553,23.213
"1628",8,36712.5195476686,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.70163333333333,15.3683666666667,25.07
"1629",9,35627.4590362873,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0408555555556,12.9591444444444,24
"1630",10,37850.0967973998,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.8513,15.6637,25.515
"1631",11,43512.8459632185,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8848555555556,14.3441444444444,25.229
"1632",12,39449.0623619392,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9806333333333,15.0193666666667,26
"1633",13,36277.925539796,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8780222222222,14.9629777777778,25.841
"1634",14,40241.7448320325,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.76354444444445,17.2364555555556,27
"1635",15,37876.7247779708,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9677555555556,15.2742444444444,26.242
"1636",16,38193.5746197486,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0826777777778,15.9173222222222,27
"1637",17,37481.1084863986,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.98323333333333,16.5837666666667,25.567
"1638",18,41130.3513723458,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1204222222222,15.1835777777778,25.304
"1639",19,42611.2246781772,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8909222222222,16.7250777777778,27.616
"1640",20,40464.1967909524,30,90,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3865555555556,16.6394444444444,28.026
"1641",1,48336.3261642364,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.45269,15.11631,25.569
"1642",2,39353.62267823,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.56126,15.04374,25.605
"1643",3,40373.4178175582,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.97779,10.98621,20.964
"1644",4,40329.7886827333,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.12148,16.55952,27.681
"1645",5,41566.868439373,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.08778,14.76822,26.856
"1646",6,41072.6865707083,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.9023,16.0977,26
"1647",7,40023.8595057088,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.52789,13.56611,24.094
"1648",8,43939.9900087275,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.37674,11.62326,23
"1649",9,44709.0248077838,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.28914,14.73186,24.021
"1650",10,49271.4898241873,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.31347,14.84853,25.162
"1651",11,40715.5391061487,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0616,14.1164,24.178
"1652",12,42215.1199443822,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8669,14.5041,25.371
"1653",13,40752.5404028036,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.87213,15.28487,25.157
"1654",14,40912.0513466888,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.26199,16.91901,28.181
"1655",15,46920.8323671339,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.55586,16.32314,27.879
"1656",16,58330.298654339,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.62108,14.57192,26.193
"1657",17,39648.6476181804,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.12837,16.87163,27
"1658",18,49270.4021539645,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.95027,15.90773,26.858
"1659",19,39942.8420147206,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.56437,11.77363,24.338
"1660",20,43012.023820293,30,100,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.81443,13.51857,23.333
"1661",1,52182.7715505033,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5898,16.4372,27.027
"1662",2,49390.9053461549,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3697363636364,12.2502636363636,22.62
"1663",3,48727.5024519255,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7413727272727,13.6416272727273,24.383
"1664",4,46979.057613424,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.3188727272727,14.3871272727273,26.706
"1665",5,44791.9864326829,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.5709090909091,15.4290909090909,27
"1666",6,42945.7170543427,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.47258181818182,16.5454181818182,26.018
"1667",7,55517.6632985569,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.4224818181818,15.9555181818182,28.378
"1668",8,47357.9645506029,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2544727272727,16.9235272727273,27.178
"1669",9,51087.070268784,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8504,17.1496,28
"1670",10,55655.4741579899,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.4017818181818,14.6292181818182,25.031
"1671",11,46817.8597436519,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.4387181818182,16.5612818181818,27
"1672",12,45879.2180799724,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1025272727273,15.5934727272727,25.696
"1673",13,47871.3157038611,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.5294272727273,14.1855727272727,25.715
"1674",14,53263.570892327,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.22607272727273,15.0399272727273,24.266
"1675",15,49812.0997655224,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.3318545454545,15.6681454545455,28
"1676",16,52733.4091600102,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5848818181818,17.2771181818182,27.862
"1677",17,50006.0661220545,30,110,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0858090909091,15.6061909090909,25.692
