"","n_rep","n_patch","p_branch","min_env","max_env","rho","min_optim","max_optim","sd_env_net","theta","sd_env","phi","sd_niche_width","niche_cost","p_dispersal","min_alpha","max_alpha","alpha_div","beta_div","gamma_div"
"734",34,81,0.859283298254013,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.8244938271605,6.81550617283951,18.64
"735",35,119,0.693246039375663,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.8005294117647,9.2374705882353,20.038
"736",36,131,0.633244339004159,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.28628244274809,3.71371755725191,13
"737",37,135,0.229780727252364,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.6637555555556,10.3362444444444,22
"738",38,52,0.151609523966908,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,7.86594230769231,4.13405769230769,12
"739",39,107,0.846203144453466,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.5428317757009,5.45716822429907,16
"740",40,54,0.529639915376902,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.1311296296296,5.79387037037037,16.925
"741",41,103,0.850555888935924,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.3357766990291,4.95622330097087,17.292
"742",42,109,0.545895086787641,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.4017798165138,9.59822018348624,21
"743",43,77,0.864132696017623,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.49779220779221,5.50820779220779,14.006
"744",44,99,0.555877167545259,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.7018484848485,7.19115151515152,19.893
"745",45,62,0.875499502383173,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.1652741935484,5.83472580645161,16
"746",46,88,0.349812480993569,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.48222727272727,5.02977272727273,14.512
"747",47,53,0.349355090595782,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.9145283018868,5.08547169811321,17
"748",48,90,0.852782687358558,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.24542222222222,3.50957777777778,12.755
"749",49,149,0.431637789867818,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.4490067114094,8.3889932885906,17.838
"750",50,99,0.881634833849967,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.440404040404,4.90259595959596,17.343
"751",51,136,0.304212063364685,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.1947941176471,9.80520588235294,20
"752",52,146,0.467648281529546,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.4955273972603,9.20847260273973,20.704
"753",53,147,0.763231079652905,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.0908503401361,5.22614965986395,16.317
"754",54,70,0.699098368175328,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,13.4503142857143,8.29868571428571,21.749
"755",55,141,0.342539846524596,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.90759574468085,7.32240425531915,16.23
"756",56,148,0.107425438985229,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,7.26374324324324,8.89725675675676,16.161
"757",57,120,0.263525158725679,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.8039666666667,9.19603333333333,20
"758",58,120,0.345518571324646,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.8299,9.2261,21.056
"759",59,53,0.814954341575503,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.4421132075472,3.54188679245283,14.984
"760",60,128,0.441350653022528,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.280125,11.092875,23.373
"761",61,108,0.439758845604956,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.0448148148148,5.95518518518518,17
"762",62,65,0.595500202663243,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.76918461538462,8.31081538461538,17.08
"763",63,126,0.855282954871655,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.7304126984127,6.3235873015873,17.054
"764",64,76,0.640441254340112,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.3091578947368,5.69084210526316,16
"765",65,147,0.511561350896955,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,14.1463537414966,8.8536462585034,23
"766",66,102,0.203955326601863,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.92855882352941,7.07144117647059,16
"767",67,114,0.314005708508194,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.20677192982456,7.44322807017544,16.65
"768",68,129,0.510527946799994,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.2659534883721,8.73404651162791,20
"769",69,94,0.144768729060888,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.73657446808511,11.5874255319149,21.324
"770",70,143,0.813178656063974,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.029951048951,6.97004895104895,18
"771",71,144,0.218232956901193,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.625125,8.525875,17.151
"772",72,71,0.103593491017818,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,7.19138028169014,3.20461971830986,10.396
"773",73,114,0.679926165193319,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,13.6340701754386,9.3639298245614,22.998
"774",74,91,0.740692568011582,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.1239340659341,5.90906593406594,17.033
"775",75,105,0.239927922002971,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,7.10321904761905,10.136780952381,17.24
"776",76,83,0.179079704359174,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.53895180722892,12.4610481927711,22
"777",77,80,0.542301450297236,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.935425,9.668575,19.604
"778",78,82,0.467986105754972,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,14.2072195121951,6.79278048780488,21
"779",79,118,0.466930211149156,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.5610593220339,9.4389406779661,20
"780",80,112,0.589190594479442,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.5478392857143,8.45216071428571,20
"781",81,107,0.407888133078814,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.9778598130841,9.02214018691589,21
"782",82,68,0.218149383552372,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.6670147058824,6.48398529411765,17.151
"783",83,114,0.448870637267828,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.45690350877193,6.76609649122807,15.223
"784",84,101,0.702473102323711,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,14.598198019802,7.40180198019802,22
"785",85,56,0.795554048195481,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.54357142857143,3.45642857142857,13
"786",86,56,0.630313901044428,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.80889285714286,2.19110714285714,12
"787",87,71,0.266720888577402,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,13.3811549295775,7.02984507042254,20.411
"788",88,148,0.44611185118556,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.12031756756757,10.1896824324324,18.31
"789",89,77,0.827257178537548,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,7.1062987012987,8.2737012987013,15.38
"790",90,128,0.894013350270689,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.725703125,6.175296875,15.901
"791",91,73,0.754497491940856,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.0032054794521,5.01179452054795,16.015
"792",92,136,0.478390082530677,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.7429338235294,8.25706617647059,21
"793",93,91,0.428313654847443,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.0619010989011,8.9380989010989,20
"794",94,124,0.214494952373207,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.81025,13.18975,22
"795",95,82,0.624807821400464,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,13.2792195121951,7.03078048780488,20.31
"796",96,116,0.632347083464265,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.4617413793103,13.0472586206897,23.509
"797",97,60,0.567119525000453,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,4.95913333333333,4.04086666666667,9
"798",98,112,0.14259149171412,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.62463392857143,7.53636607142857,16.161
"799",99,143,0.321629191562533,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.95768531468531,10.0423146853147,20
"800",100,115,0.137695786356926,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,7.8128347826087,8.1871652173913,16
