"","n_rep","n_patch","p_branch","min_env","max_env","rho","min_optim","max_optim","sd_env_net","theta","sd_env","phi","sd_niche_width","niche_cost","p_dispersal","min_alpha","max_alpha","alpha_div","beta_div","gamma_div"
"364",64,71,0.780598795227706,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.6229295774648,1.37707042253521,20
"365",65,73,0.349040190689266,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.4021369863014,7.59786301369863,23
"366",66,91,0.563242362625897,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.3872307692308,6.47376923076923,24.861
"367",67,146,0.889770158939064,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.5021712328767,4.49782876712329,23
"368",68,141,0.818057857826352,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.4336382978723,6.37536170212766,21.809
"369",69,89,0.204636208713055,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.5313483146067,4.46865168539326,21
"370",70,104,0.860363275557756,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.6758269230769,6.32417307692308,22
"371",71,136,0.687077673152089,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.6639117647059,6.40308823529412,23.067
"372",72,67,0.874623902514577,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,21.4654179104478,3.71458208955224,25.18
"373",73,147,0.179693968221545,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,14.9638979591837,9.05810204081632,24.022
"374",74,135,0.304964429326355,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.2875407407407,8.71245925925926,27
"375",75,55,0.882159386761487,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.0098181818182,5.99018181818182,23
"376",76,73,0.101447822153568,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,8.35497260273973,12.7060273972603,21.061
"377",77,60,0.794255743548274,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,21.1147666666667,5.44023333333333,26.555
"378",78,130,0.248599864542484,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.9000692307692,7.17793076923077,25.078
"379",79,132,0.461090679466724,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,21.3519318181818,6.64806818181818,28
"380",80,90,0.47562708761543,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,19.6124666666667,8.38753333333333,28
"381",81,90,0.38809560649097,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.0023555555556,6.99764444444444,24
"382",82,127,0.117090924270451,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.6372992125984,11.3627007874016,27
"383",83,61,0.440406450815499,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,12.2936721311475,4.42532786885246,16.719
"384",84,85,0.128518261574209,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.0713882352941,7.92861176470588,23
"385",85,117,0.851639479584992,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,19.8911452991453,4.1628547008547,24.054
"386",86,93,0.878072705119848,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.6181075268817,3.24789247311828,21.866
"387",87,130,0.137448675557971,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.4744384615385,9.52556153846154,27
"388",88,106,0.6588911363855,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,20.0070377358491,6.07896226415094,26.086
"389",89,118,0.571350964717567,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.3547627118644,3.64523728813559,20
"390",90,103,0.13127892203629,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.4675048543689,8.27849514563107,24.746
"391",91,101,0.535851993225515,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.6252871287129,6.37471287128713,22
"392",92,121,0.573197292536497,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.466652892562,6.53334710743802,22
"393",93,116,0.762867239303887,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.3764482758621,8.62355172413793,25
"394",94,89,0.743136285059154,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,20.1119213483146,4.88807865168539,25
"395",95,136,0.785020265541971,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.7985073529412,6.82549264705882,24.624
"396",96,81,0.820875032991171,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.1068518518519,3.89314814814815,19
"397",97,94,0.669242337718606,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.7405531914894,5.54844680851064,21.289
"398",98,56,0.78876547254622,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,20.1057857142857,3.24321428571428,23.349
"399",99,135,0.540608265064657,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,21.334237037037,5.66576296296296,27
"400",100,150,0.68689498975873,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.2661,8.7339,27
"401",1,77,0.896899284049869,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.62975324675325,15.3702467532468,24
"402",2,141,0.531841080635786,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.5411843971631,15.3408156028369,26.882
"403",3,116,0.182111268676817,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.17696551724138,14.8230344827586,23
"404",4,145,0.69236185643822,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.4988896551724,10.7551103448276,21.254
"405",5,117,0.565884762257338,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.00446153846154,12.7665384615385,21.771
"406",6,88,0.542271820269525,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.87732954545455,11.0186704545455,19.896
"407",7,125,0.466183700971305,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.016992,10.983008,21
"408",8,142,0.107589650899172,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.1445985915493,14.8554014084507,23
"409",9,88,0.837037144042552,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.94471590909091,10.7332840909091,19.678
"410",10,62,0.783817609399557,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.1784032258065,12.2395967741935,23.418
"411",11,125,0.728738898597658,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.471584,17.370416,27.842
"412",12,77,0.293656710535288,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.39905194805195,12.1929480519481,20.592
"413",13,128,0.709783917292953,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.912859375,16.842140625,25.755
"414",14,73,0.20452032815665,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,6.06506849315068,3.08293150684931,9.148
"415",15,109,0.287829804420471,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.1033853211009,16.8966146788991,27
"416",16,93,0.62722656391561,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.513752688172,12.428247311828,22.942
"417",17,83,0.522072323039174,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.2603253012048,12.7396746987952,23
"418",18,97,0.75205376856029,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.0822474226804,14.0697525773196,25.152
"419",19,145,0.294285292923451,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.0044137931034,11.2745862068966,22.279
"420",20,118,0.739108932204545,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.9087457627119,13.2712542372881,25.18
"421",21,60,0.629788674972951,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.46746666666667,14.5975333333333,23.065
"422",22,109,0.793565243110061,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.09523853211009,12.8557614678899,20.951
"423",23,129,0.581780795380473,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.59643410852713,13.4035658914729,23
"424",24,145,0.856517979130149,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.588,14.412,23
"425",25,85,0.131779751926661,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,5.18077647058823,9.56922352941177,14.75
"426",26,76,0.768602622114122,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.30181578947368,9.69818421052632,18
"427",27,77,0.785602216608822,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.1047532467532,10.9932467532468,21.098
"428",28,64,0.205482443422079,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,7.6341875,12.3658125,20
"429",29,70,0.38227653875947,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,7.87354285714286,9.75445714285714,17.628
"430",30,110,0.316583586670458,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.61859090909091,13.3764090909091,22.995
"431",31,150,0.418422520719469,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.7308066666667,16.2691933333333,27
"432",32,115,0.663163047097623,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.56110434782609,12.2748956521739,21.836
"433",33,136,0.155691435188055,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.1025294117647,15.8974705882353,27
"434",34,53,0.890507086180151,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.33056603773585,10.6694339622642,19
"435",35,76,0.435254046320915,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.20873684210526,8.79126315789474,17
"436",36,143,0.363867238350213,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,7.9072027972028,15.4377972027972,23.345
"437",37,96,0.418462435901165,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.63429166666667,15.2047083333333,23.839
"438",38,110,0.827752895653248,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.1287636363636,12.8892363636364,24.018
"439",39,122,0.472036125510931,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.36517213114754,15.5208278688525,24.886
"440",40,78,0.4336411498487,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.91852564102564,15.6214743589744,25.54
"441",41,135,0.150460829213262,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.88001481481482,13.1199851851852,22
"442",42,77,0.63898750692606,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.9444805194805,16.0555194805195,28
"443",43,127,0.839470429904759,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.85037007874016,12.2956299212598,22.146
"444",44,95,0.145571122318506,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.66829473684211,12.3317052631579,21
"445",45,66,0.578590364940465,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.50201515151515,7.31698484848485,16.819
"446",46,105,0.686703372560441,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.9948095238095,16.0051904761905,27
"447",47,97,0.16979448646307,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.77283505154639,13.2271649484536,23
"448",48,61,0.365744713880122,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.78360655737705,11.286393442623,20.07
"449",49,88,0.303065695054829,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.67689772727273,13.9191022727273,23.596
"450",50,92,0.355341530777514,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.2844782608696,12.4185217391304,22.703
"451",51,120,0.570864045992494,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.52216666666667,11.8918333333333,21.414
"452",52,78,0.222090179286897,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.6285641025641,14.7524358974359,24.381
"453",53,74,0.121104357019067,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,6.17014864864865,6.71585135135135,12.886
"454",54,96,0.29182058237493,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.28221875,17.11378125,25.396
"455",55,98,0.799299730733037,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.0775102040816,11.9224897959184,22
"456",56,55,0.179712412692606,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,6.69863636363636,9.52736363636363,16.226
"457",57,90,0.512095005437732,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,7.34312222222222,7.79687777777778,15.14
"458",58,87,0.277916246838868,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,7.98095402298851,17.0190459770115,25
"459",59,92,0.41590488050133,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.6605108695652,12.7354891304348,23.396
"460",60,88,0.896906519681215,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.36168181818182,11.6383181818182,21
"461",61,142,0.139639422483742,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.81788028169014,14.1821197183099,24
"462",62,98,0.375272457115352,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.87516326530612,12.1848367346939,22.06
"463",63,149,0.627806875854731,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.1228255033557,14.8771744966443,25
"464",64,94,0.418766540288925,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.59110638297872,13.4208936170213,22.012
"465",65,86,0.846938794106245,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.4473837209302,11.4196162790698,22.867
"466",66,70,0.449247264303267,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.96097142857143,9.21402857142857,19.175
"467",67,120,0.320224875770509,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.693075,11.463925,20.157
"468",68,131,0.832251683808863,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.1638167938931,13.8401832061069,25.004
"469",69,135,0.411224505491555,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.18003703703704,11.427962962963,19.608
"470",70,60,0.330328528024256,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.85083333333333,11.2511666666667,21.102
"471",71,82,0.229790657944977,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.29612195121951,13.2108780487805,21.507
"472",72,102,0.552237081900239,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,7.27680392156863,10.7231960784314,18
"473",73,144,0.474974551051855,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.02666666666667,10.8223333333333,19.849
"474",74,115,0.720130625925958,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.75153913043478,11.2484608695652,20
"475",75,58,0.640962104871869,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.31674137931035,11.1982586206897,19.515
"476",76,54,0.576580190658569,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.7047592592593,11.4852407407407,23.19
"477",77,126,0.423561309091747,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.72580158730159,10.4911984126984,19.217
"478",78,114,0.293891015648842,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.11269298245614,12.6943070175439,20.807
"479",79,63,0.712041474692524,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,7.54438095238095,8.57861904761905,16.123
"480",80,90,0.578320318460464,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.7087333333333,15.2912666666667,26
"481",81,96,0.808993571065366,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.2525104166667,11.0844895833333,22.337
"482",82,94,0.542418828606606,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.95907446808511,11.0409255319149,20
"483",83,123,0.898169777169824,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.5838780487805,14.6081219512195,26.192
"484",84,74,0.587821534089744,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.2307297297297,13.7692702702703,25
"485",85,145,0.518322489410639,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,12.3333379310345,11.1756620689655,23.509
"486",86,51,0.193221096508205,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,7.5908431372549,9.4091568627451,17
"487",87,148,0.400050931237638,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,7.90843243243243,13.2055675675676,21.114
"488",88,58,0.776224434934557,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.7610517241379,13.9979482758621,25.759
"489",89,55,0.138092370145023,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.73267272727273,9.26732727272727,18
"490",90,80,0.616191395558417,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.260475,13.787525,25.048
"491",91,58,0.233611843176186,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.93277586206897,10.067224137931,19
"492",92,83,0.157574176043272,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.12451807228916,9.87548192771084,18
"493",93,60,0.541434862837195,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,11.3391833333333,9.59881666666667,20.938
"494",94,149,0.569558699242771,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.2271543624161,12.1998456375839,22.427
"495",95,122,0.55936749316752,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.78910655737705,8.21089344262295,17
"496",96,125,0.649503671936691,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.790896,8.209104,17
"497",97,112,0.280035402625799,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,9.10003571428572,10.0079642857143,19.108
"498",98,72,0.370322939753532,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,10.1069166666667,12.3370833333333,22.444
"499",99,98,0.340279780328274,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.5395306122449,8.4604693877551,17
"500",100,102,0.203668132610619,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.01,0,1.5,8.93691176470588,15.2660882352941,24.203
"501",1,121,0.872820789553225,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.7254462809917,7.46555371900826,18.191
"502",2,76,0.881591686792672,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,13.9891184210526,8.06088157894737,22.05
"503",3,108,0.650042552500963,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.55355555555555,12.2784444444444,20.832
"504",4,66,0.12074805572629,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.6931666666667,5.30683333333333,17
"505",5,88,0.160758576728404,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.85439772727273,10.1456022727273,20
"506",6,107,0.376294001750648,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.87186915887851,8.63313084112149,18.505
"507",7,61,0.897955575585365,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.7226229508197,6.45437704918033,17.177
"508",8,84,0.852551663666964,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.55610714285714,5.87089285714286,15.427
"509",9,141,0.60038275513798,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,12.3341631205674,8.41083687943262,20.745
"510",10,83,0.52544271890074,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.943313253012,9.51368674698795,21.457
"511",11,81,0.481435033679009,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,13.2526419753086,9.74735802469136,23
"512",12,83,0.391342937014997,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,13.4110602409639,9.64593975903614,23.057
"513",13,94,0.266422113962472,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.70752127659575,9.97747872340425,19.685
"514",14,81,0.52744326274842,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.9761604938272,9.94683950617284,20.923
"515",15,62,0.775582386739552,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,7.85575806451613,9.57224193548387,17.428
"516",16,119,0.791519625112414,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.0774285714286,9.92257142857143,21
"517",17,143,0.61556095071137,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,13.0055384615385,10.9944615384615,24
"518",18,69,0.272214074246585,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.89795652173913,8.10204347826087,18
"519",19,70,0.655433490127325,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.38804285714286,7.61195714285714,17
"520",20,138,0.485644589737058,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,12.235615942029,13.769384057971,26.005
"521",21,120,0.22718510478735,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.65361666666667,12.3803833333333,22.034
"522",22,138,0.636272770725191,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.7737826086957,10.5592173913043,22.333
"523",23,74,0.221997766382992,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.16081081081081,8.04218918918919,17.203
"524",24,96,0.460497705638409,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.70922916666667,7.29077083333333,16
"525",25,107,0.196376236900687,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.39804672897196,10.681953271028,20.08
"526",26,116,0.522873323969543,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.0362672413793,10.4227327586207,20.459
"527",27,136,0.289069916121662,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.3798970588235,12.6201029411765,24
"528",28,133,0.535645217075944,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.9112556390977,10.6987443609023,21.61
"529",29,141,0.899023965001106,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.161134751773,14.0178652482269,24.179
"530",30,86,0.763862445019186,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.6092209302326,7.66477906976744,19.274
"531",31,118,0.36853937190026,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,7.22461016949153,9.25038983050848,16.475
"532",32,109,0.17657513897866,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,7.18740366972477,11.8695963302752,19.057
"533",33,143,0.251895694993436,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.26328671328671,14.0337132867133,23.297
"534",34,99,0.525299153663218,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,7.90731313131313,8.09268686868687,16
"535",35,89,0.143628552556038,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,6.96202247191011,7.10897752808989,14.071
"536",36,87,0.264088475704193,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.4022183908046,10.1807816091954,19.583
"537",37,76,0.293496863171458,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.8574342105263,5.88256578947368,16.74
"538",38,131,0.397201783210039,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.313213740458,9.21678625954199,20.53
"539",39,70,0.266824036091566,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,7.35644285714286,7.57155714285714,14.928
"540",40,69,0.43029807601124,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.87965217391304,7.12034782608696,16
"541",41,134,0.188561635278165,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.52990298507463,11.4700970149254,21
"542",42,85,0.457925137132406,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.03644705882353,5.95455294117647,14.991
"543",43,118,0.852185376547277,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,13.4641525423729,11.0738474576271,24.538
"544",44,97,0.558977209962904,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.75235051546392,10.2476494845361,20
"545",45,143,0.629208598472178,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,12.2697622377622,13.9002377622378,26.17
"546",46,112,0.593358949385583,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,12.1464642857143,8.85353571428571,21
"547",47,115,0.666950343735516,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.9069913043478,13.3950086956522,25.302
"548",48,100,0.595839436724782,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.75762,4.24238,13
